id,type,name,lon,lat
1014270982,,Shalimar Bagh Police Station,77.1571367,28.7170924
1116432336,,Govt. Girls Senior Secondary School,77.1842457,28.573859
1116433509,,DPS International School,77.17832340000001,28.5697886
1116434111,,Jose Martin Sarvodya Vidyalya,77.1781517,28.5712962
1116439249,,DCAC,77.1845461,28.5778727
1135146944,,,77.243926,28.5467274
1135148185,,Sukhda Hospital,77.2445375,28.5469254
1135148535,,,77.2441405,28.5468405
1153083949,,,77.3782792,28.6409167
1153083951,,Jaipuria Mall,77.3782362,28.6407472
1153089458,,Ralli International,77.3756077,28.644749
1153089833,,DPS Indirapuram,77.3800361,28.6459659
1153090437,,DPS Indirapuram,77.3764446,28.6475454
1153092210,,Manoj Vihar,77.3780646,28.6419902
1157203164,,Big Apple,77.1774672,28.6324664
1157203547,,,77.1810077,28.6345193
1179280491,,Vikas Puri,77.0682683,28.6301441
1288848503,,Smart Bazaar,77.360427,28.6378879
1305481202,,Bank of Baroda ATM,77.2865244,28.6183692
1305481204,,Bharat Medical Store,77.28639480000001,28.618614
1305481209,,ICICI Bank ATM,77.2865333,28.6183527
1305481210,,Ram Lal Kundan Lal Orthopaedic Hospital,77.2866841,28.6179569
1305488151,,Dr. Shyama Prasad Mukherjee Chest Hospital,77.2898985,28.6140205
1305488160,,,77.28965020000001,28.613238
1305498657,,Punjab National Bank,77.28857160000001,28.6152525
1305816831,,State Bank of India,77.2884671,28.6154439
1351301470,,HDFC Bank,77.312592,28.587558
1351302247,,ICICI Bank,77.312688,28.587482
1355995275,,"Police Post Kaushambi, Police Station Indirapuram",77.3270651,28.6421878
1355998386,,,77.3262336,28.6436143
1355998753,,"Yashoda Super Speciality Hospital, Anand Vihar",77.3287535,28.6450931
1355998884,,Bank of Baroda,77.3228108,28.6434776
1355999019,,Brijwasi General Store,77.3204293,28.6409214
1355999060,,Vikas Mediacl Store,77.3204776,28.6408743
1356000312,,Mother Dairy booth,77.3192277,28.6426869
1358147112,,,77.0749768,28.4516306
1358147152,,,77.0749759,28.4516536
1363453179,,"NIIT - New Friends Colony, South Delhi",77.2667188,28.5603226
1371226150,,Axis,77.08123830000001,28.4672361
1371226158,,Sitaram Bhartia,77.0824741,28.4675077
1371226161,,Standard Chartered,77.0815273,28.4675617
1372597043,,Chikitsa,77.0870406,28.4626369
1372597046,,RBL Bank,77.08692090000001,28.4625378
1373657269,,,77.0787484,28.4616751
1374470936,,City Square Mall,77.1234549,28.6501699
1374470982,,Hari Nagar Bus Depot,77.101681,28.6239117
1374470984,,Sumermal Jain Public School,77.0940113,28.6300965
1374529955,,MGF Metropolitan,77.0802453,28.4807272
1375860397,,Essel Towers Shopping Complex,77.0740013,28.477073
1384029750,,American Montessori,77.080977,28.4850535
1387005593,,Canara Bank,77.25846340000001,28.57316
1389058661,,Punjab National Bank,77.0726,28.477754
1390057661,,HDFC,77.063349,28.4572283
1390058506,,ICICI,77.0633617,28.4568866
1390059649,,Axis Bank,77.06335340000001,28.4571018
1390062512,,Citi Bank,77.06337230000001,28.4569906
1402109581,,Ashok Vihar Police Station,77.17390490000001,28.6925224
1414804440,,Ratan Devi Girls Senior Sec. School,77.27999530000001,28.6614428
1414804464,,,77.27902440000001,28.6608921
1418914895,,,77.3252467,28.5665678
1420745419,,Pernod Ricard Charitable Dispensary,77.0686111,28.4438018
1420745420,,St. Angels (Jr),77.06517430000001,28.4469205
1420745423,,St. Angels (Sr),77.0695058,28.4419185
1431226038,,,77.2265962,28.7000836
1431226042,,,77.2265775,28.6999236
1442029382,,,77.268987,28.5625256
1480729645,,Princess Park,77.0666315,28.5877996
1528709488,,ICICI Bank,77.2671483,28.5654375
1528709694,,HDFC Bank,77.2679745,28.5669263
1528713073,,Sujan Mohinder Singh Hospital,77.2685753,28.5629027
1534482799,,State Bank of India,77.234434,28.6563806
1556459151,,,77.0971354,28.5045702
1556460104,,,77.0846576,28.5560688
1562504506,,,77.0505014,28.4526131
1562506279,,Reliance Fresh,77.050185,28.4528158
1562507022,,Garg Store,77.0504183,28.4530375
1562507607,,Mother Dairy,77.05199010000001,28.4537284
1573950548,,Big Bazaar,77.33508780000001,28.6446464
1579182266,,Spencer's,77.0892889,28.4800297
1643999814,,"Delhi Public School, Dwarka",77.0479506,28.6059739
1665799172,,Safdarjung Terminal,77.2134862,28.5796637
1666759204,,Indraprastha Engineering College,77.3399845,28.6591012
1666761287,,,77.323579,28.664232
1666761288,,,77.331057,28.66876
1667607457,,,77.077978,28.5938906
1667692837,,,77.02143310000001,28.5948825
1669092717,,Pusa Institute,77.1741764,28.640496
1670589815,,Big Bazaar,77.152883,28.6961415
1672070592,,Axis Bank,77.24920560000001,28.5361818
1678499548,,,77.0216901,28.5949697
1681209509,,,77.2528542,28.5265729
1705406969,,Grocery,77.2973722,28.5426087
1727636415,,,77.36932750000001,28.6340275
1738096147,,Shanti Gopal Hospital,77.3792669,28.6418223
1743184050,,Neelkanth,77.37940730000001,28.6417646
1764307594,,Holy Cross School,76.9811687,28.6147687
1764309442,,Najafgarh Police Thana,76.98283160000001,28.6098145
1772537472,,,76.9837474,28.6182087
1772573817,,,76.9840237,28.6171539
1773708221,,Vishal Mega Mart,76.9902885,28.6126394
1776071592,,Police Chowki,76.9867433,28.6126106
1776076749,,,76.9858019,28.6131192
1776076750,,,76.9857858,28.6133994
1776136486,,SBI Bank,76.98640540000001,28.612799
1776140020,,,76.9878833,28.6126342
1776142035,,Axis Bank,76.9856919,28.6136137
1776142768,,,76.9856061,28.6136443
1776156874,,,76.9854827,28.6078918
1776157295,,Punjab National Bank,76.9849623,28.6089326
1776157296,,Punjab National Bank,76.9849892,28.6089373
1777007851,,Rajpal Clinic,76.9851896,28.6087736
1777019272,,Krishna Model School,76.985117,28.6060798
1777020138,,State Bank of India,76.9861241,28.6064404
1777021387,,Punjab & Sind Bank,76.9860677,28.6065605
1777026722,,State Bank of India,76.98612940000001,28.6064169
1777026723,,Punjab & Sind Bank,76.9860785,28.6065299
1777027039,,Vijaya Bank,76.9856118,28.6074459
1792704243,,,76.9835652,28.6169341
1792718298,,ICICI Bank,76.9826748,28.6095639
1792718303,,Axis Bank,76.98279020000001,28.6095027
1792719260,,HDFC,76.9825246,28.6096487
1792719261,,HDFC Bank,76.9824763,28.6096675
1792719262,,Axis,76.9827982,28.6095168
1792719263,,ICICI,76.9826587,28.6095686
1792744361,,,76.98553410000001,28.6133667
1792744390,,,76.9851934,28.6124908
1792744391,,,76.9849896,28.6126203
1796122217,,,77.2463633,28.5668414
1796124925,,,77.2466668,28.5666266
1827509706,,NMC Hospital,77.3402993,28.5729253
1827530967,,Mohan International School,77.366548,28.6138206
1827531816,,Kendriya Vidhyalya,77.1578285,28.6826588
1833070237,,Axis Bank,77.24538,28.5296847
1835582771,,Reliance mart,77.06250030000001,28.4693625
1837410835,,,77.297035,28.5412423
1848140182,,"DTC Bus Depot, Dichaon Kalan",76.99794630000001,28.6293311
1849498487,,New Ideal Public School,77.2921488,28.5467878
1854125579,,Central Library,77.1683426,28.5402647
1854130790,,school of social sciences1,77.16709990000001,28.5402759
1855407953,,Jai Bharti Public School,77.2925361,28.5464998
1855425194,,Disha Public School,77.29295110000001,28.5480622
1855425196,,Jasola Public School,77.2930513,28.5483522
1855425197,,MCD Public School,77.2940566,28.5482349
1870030560,,ABES engineering college,77.4458036,28.6337977
1905402412,,Spencers,77.3785583,28.6769142
1911414964,,Niho Mall,77.3837131,28.6425151
1925746713,,Punjab National Bank,77.062574,28.4694364
1928815022,,,77.0408019,28.5960809
1940318561,,,77.2133239,28.641578
1966254710,,,77.225608,28.6168137
2004001441,,Seva Store,77.2079787,28.5357806
2004001910,,Police Station Malviya Nagar,77.2045562,28.5306718
2009753174,,,77.0867293,28.529322
2013324786,,,77.3611151,28.5815824
2013325686,,,77.3606402,28.5838741
2013326271,,,77.3605409,28.5839095
2013326317,,,77.36067770000001,28.5838153
2019307900,,Punjab National Bank,77.3600385,28.6461331
2019307902,,State Bank of India,77.3600797,28.6455372
2019345544,,Bharat Vasisht Vidya Mandir,77.1285742,28.4717157
2025439615,,Axis Bank,77.1640421,28.5580982
2036039194,,Aya Nagar Bus Terminal,77.1304909,28.4768282
2036039195,,,77.1294958,28.4775402
2069322245,,Pacific Mall,77.32025510000001,28.6463058
2084263777,,,77.3679445,28.5863876
2084264066,,Store Nextdoor,77.3679633,28.5864159
2084273047,,,77.36257470000001,28.5954785
2084273405,,,77.3623628,28.5954714
2084278124,,,77.36258810000001,28.5953984
2084305418,,,77.3350901,28.5673485
2084317885,,Bhardwaj Hospital,77.3355783,28.5660388
2084319643,,Religare Wellness,77.33562660000001,28.5660152
2093534294,,,77.2316333,28.666437
2136306529,,The Institution of Electronics and Telecommunication Engineers,77.1006564,28.6098274
2136306864,,Hari Nagar Police Station,77.0997911,28.6097133
2157055145,,ICICI ATM,77.3376025,28.5967437
2165822105,,Prasad Nagar Police Station,77.180705,28.6478735
2201187724,,Ojjus Hospital,77.3595236,28.5654904
2201193104,,,77.36204520000001,28.5690899
2201194000,,,77.3596741,28.565415
2201194168,,,77.3576786,28.5688731
2211056599,,nitin,77.2558724,28.6845937
2250232427,,E2- Block,77.33386940000001,28.5445826
2284409579,,,77.4356695,28.630658
2294634191,,,77.2047752,28.4942666
2300031668,,,77.22841,28.7033211
2318172256,,Goyal MRI & Diagnostic Centre,77.1893283,28.5647144
2327524046,,Yes Bank,77.2195527,28.6272942
2327524049,,Central Bank of India,77.2195823,28.6278063
2327524052,,ICICI Bank,77.21972670000001,28.6286284
2384623590,,Cambridge Primary School,77.2746488,28.5662292
2407092862,,Sector 21 Shopping Complex,77.072739,28.5160479
2408446621,,Dwarka Ploce Station,77.0584523,28.5649687
2408446930,,Delhi International School,77.05782280000001,28.5642198
2408447122,,Paramount International School,77.0574223,28.5637249
2408447131,,Basava International School,77.055416,28.5648745
2408447150,,The Indian Heights School,77.0527569,28.5618483
2408447437,,Sector 23 Mall,77.0546328,28.564507
2408447793,,,77.0544612,28.5646484
2408447819,,Mount Carmel,77.0586025,28.560653
2408448450,,Manish Global Mall,77.0594501,28.5601064
2408448503,,HDFC Bank,77.0597397,28.5603703
2410180164,,State Bank of India,77.2197715,28.6261056
2429361211,,MGS Hospital,77.13463940000001,28.6739027
2429361264,,Maharaja Agrasen Hospital,77.1340566,28.6740586
2429366907,,HSBC,77.1340584,28.6706967
2429367098,,ICICI Bank,77.1338794,28.6686219
2429555541,,Punjab National Bank,77.1642441,28.5580499
2430813890,,Deutsche Bank,77.32411,28.5712832
2440643098,,Guru Nanak Public School,77.1326211,28.6699013
2440648765,,S M Arya Public School,77.1337166,28.6721011
2443104106,,HDFC Bank,77.1326497,28.6704978
2443108933,,Police Booth,77.1336893,28.6702484
2443110507,,State Bank of India,77.13376,28.6700091
2443134499,,Indian Overseas Bank,77.1287499,28.6704645
2443178755,,SD Public School,77.1393322,28.6677379
2443178801,,Syndicate Bank,77.1427218,28.669552
2445474569,,ICICI Bank,77.097321,28.678872
2445479220,,A One Hospital,77.0981158,28.67882
2445809013,,Vishal Bharti Public School,77.1002235,28.6776074
2445867146,,St. Nirankari Public School,77.1072725,28.676031
2445867811,,Rajkiya Pratibha Vikas Vidyalaya,77.10666540000001,28.6757409
2445868970,,Sarvodaya Vidyalaya,77.1058706,28.6750003
2445913262,,Government Higher Secondary School,77.1271291,28.6739957
2445916782,,Punjabi Bagh Police Station,77.1322843,28.6741463
2445937588,,Sarvodaya Co-Educational School,77.1497669,28.6692325
2445975391,,State Bank of India,77.1542998,28.6544805
2445989850,,Government Senior Secondary School,77.16586550000001,28.6535437
2445989851,,Sarvodaya Kanya Vidyalaya,77.1655973,28.652348
2445991452,,Govt. Boys HB School,77.1660801,28.6541792
2445992231,,DAV School,77.16800590000001,28.6471225
2445999512,,CSIR-NIScPR,77.173365,28.6384835
2446000268,,Vidya Bhawan Senior Secondary School,77.1763691,28.6387283
2446002922,,Sindhi Higher Secondary School,77.1778604,28.6357621
2446006348,,Manav Sthali School,77.1782466,28.6352772
2446006877,,Andh Kanya Vidyalaya,77.1803119,28.6368309
2446007658,,Rajendra Nagar Police Station,77.1826937,28.634698
2446008279,,Police Residential Complex,77.1837505,28.6349617
2446009092,,DI Khan Bharati Sabha Higher Secondary School,77.1795502,28.6307618
2446009093,,Bapu Adarsh Vidyalaya,77.1804675,28.6306394
2446009483,,Axis Bank,77.18558510000001,28.6356162
2446010483,,Swami Dayanand Govt. Sarvodaya Vidyalaya,77.18561550000001,28.6397954
2446010582,,GD Salwan Public School,77.1858677,28.6403133
2450211342,,ICICI Bank,77.070711,28.4745865
2458419197,,Priyanka Stores,77.2104968,28.5230504
2458419202,,Super Departmental,77.2108507,28.5231259
2465428862,,New Ashok Nagar Police Station,77.31123860000001,28.5983359
2474266967,,Batra Medicos,77.2057547,28.5251093
2569698442,,,77.2106033,28.641178
2577043075,,State Bank of India,77.229277,28.505296
2580719375,,Gayway Bakers,77.142078,28.6699715
2583924590,,Indian Bank,77.2796752,28.5612991
2591734238,,ICICI Bank,77.2332097,28.5504441
2591734243,,Standard Chartered,77.2315377,28.5514186
2593805928,,Central Bank of India,77.2343175,28.5510045
2593805944,,Citibank,77.2362568,28.5499509
2593805945,,H.M. morning store,77.2362001,28.5499184
2593805952,,Savemax,77.2589413,28.5499121
2619650159,,State Bank of India,77.4475414,28.69152
2654012105,,,77.2062192,28.5216669
2663023646,,State Bank of India,77.2679539,28.5501635
2677421751,,Subroto Park Police Station,77.1651188,28.5942138
2699335584,,General Library,77.209199,28.6396027
2708360300,,,77.1219621,28.6499571
2722843601,,,77.2432349,28.6499319
2726664993,,,77.2185038,28.5311318
2726667218,,Gaurav General Store,77.2170519,28.5328419
2801370105,,Don Bosco School,77.2473321,28.5285072
2812608848,,HDFC Bank,77.2714498,28.5487558
2833610842,,,77.2156504,28.5198908
2833611505,,,77.21467360000001,28.5226265
2833952245,,M B Boys School,77.2002755,28.6350118
2882969075,,Oriental Bank of Commerce,77.0464895,28.4773727
2885181535,,Jamia Hamdard,77.2502919,28.5153806
2885181536,,Majeedia Hospital,77.2518253,28.5148169
2906769891,,govt sec school,77.03274250000001,28.4618627
2906771276,,state bank of india SBI,77.0377421,28.4648055
2910617423,,Gaurav Medical Store,77.2628221,28.5385149
2922268001,,Sarvodaya Kanya Senior Secondary School,77.1560501,28.6896388
2962182562,,,77.236735,28.6326963
2969360765,,Arora Pharmacy,77.2949976,28.5975656
2991892684,,State Bank of India,77.19348880000001,28.5381741
2991892685,,ICICI Bank,77.1934236,28.5381856
3067834623,,Somdatt Medical,77.276622,28.6293605
3067837877,,,77.2773355,28.6268496
3067911683,,HDFC Bank ATM,77.2626517,28.7281033
3077649257,,the shopping mall,77.0992613,28.466522
3085540679,,Andhra Bank,77.225769,28.6168699
3093873338,,R D Jindal Charitable Clinic,77.2251207,28.6454365
3127723129,,GMX DESIGNER,77.2631785,28.5760446
3185191993,,Yes Bank,77.2152163,28.6413641
3205831561,,subhiksha market,77.2353368,28.5006269
3206897061,,,77.226556,28.698851
3245653351,,Marwari Public Library,77.2314822,28.6563835
3245667203,,Lahori Gate Police Station,77.2190161,28.6558358
3245675051,,Sahibabad Police Station,77.3712722,28.678628
3245702263,,Kotwali Police Station,77.2310844,28.6585978
3245702592,,Jama Masjid Police Station,77.2337052,28.6524641
3245902964,,Shree Mahavir Jain Public Library,77.2309239,28.6563695
3245909911,,Bank of India,77.2310003,28.6563624
3245974480,,Axis Bank ATM,77.3696032,28.6770863
3245980774,,State Bank of India ATM,77.3648986,28.674293
3248663258,,State Bank of India,77.3591653,28.6806024
3248671700,,Rajendra Nagar Police Chowki,77.3578938,28.6778133
3249138712,,ICICI Bank,77.2329064,28.656061
3249138802,,Citibank,77.23193280000001,28.6565694
3249138803,,Kotak Bank ATM,77.2319301,28.6565435
3249139754,,ICICI Bank,77.2352453,28.6559387
3249140375,,Cycle Market Police Post,77.23473840000001,28.6559206
3256129557,,DCB Bank,77.2348625,28.6562423
3256131875,,HDFC Bank,77.2330386,28.6563318
3265210135,,Krypton Global Health,77.07323070000001,28.638646
3269421783,,AXIS Bank,77.2147522,28.6412802
3316266551,,Apollo Pharmacy,77.3620199,28.639222
3316276636,,ICICI Bank,77.3621983,28.6387088
3316287399,,Needs,77.3615693,28.6391996
3386751338,,Police Station,77.2543284,28.5246843
3401845852,,SLF Mall,77.3158231,28.455192
3401875015,,Prime Hospital & Ortho Centre,77.3185979,28.4447109
3424252688,,ICICI Bank,77.2413829,28.601773
3424254855,,HDFC,77.2413799,28.6017433
3424254856,,Standard Chartered,77.2408638,28.6012973
3424254883,,Sunder Nagar Market,77.2414413,28.6020757
3488315228,,,77.1114558,28.6927134
3502031093,,HDFC Bank,77.369797,28.5560907
3508300437,,24 Seven,77.2439985,28.5334151
3508300442,,State Bank of India,77.2430581,28.5325515
3514825952,,SRS Value Bazaar,77.3661008,28.5795758
3514828536,,Cloudnine Hospital,77.3668926,28.5787478
3523107468,,"Bank of Baroda, Mayur Vihar Phase 3",77.336293,28.6115171
3523108993,,Bank of Maharashtra,77.3363035,28.6116115
3525609096,,Sapp Enterprises,77.276507,28.630963
3527396166,,awasthi hospital,77.3713857,28.6526314
3555955506,,,77.2119768,28.7055816
3556106101,,Punjab National Bank,77.057587,28.5561723
3567789657,,INDIRA IVF,77.1265177,28.7069436
3626040478,,Sahoday Senior Secondary School,77.2002206,28.5526424
3635905010,,State Bank of India,77.1932278,28.5438803
3635907907,,Gupta Store,77.1823822,28.5454462
3782897318,,ICICI Bank,77.25792170000001,28.5358945
3782942476,,ICICI Bank,77.2578667,28.5359493
3783148688,,IDBI Bank,77.0643221,28.5696878
3783151754,,ICICI Bank,77.0641526,28.5695676
3796598157,,Yes Bank,77.3604363,28.6387439
3813078061,,,77.3607146,28.6393915
3813668638,,Federal Bank,77.2217935,28.6319496
3813671938,,State Bank of India,77.2223143,28.6322316
3824723605,,Dr. Shweta Nihalani ( Dentist in Indirapuram),77.3605586,28.6393065
3888057877,,CPWD Training Institute,77.4643412,28.676541
3901053082,,Dr. Achal Swami,77.43369220000001,28.6723029
3909475468,,Indraprastha Institute of Science and Technology,77.26845630000001,28.5527332
3947460096,,Surbhi hospital,77.2164415,28.6491348
3954631321,,Tamish,77.1045409,28.699593
4002741608,,Citibank,77.3232564,28.5712657
4002741611,,Store 18,77.3231259,28.5711049
4005319497,,Anand Chemist,77.1844678,28.4935774
4047399408,,ICICI Bank,77.3351132,28.5672661
4047399409,,HDFC Bank,77.33489130000001,28.5674609
4047399454,,HDFC Bank,77.333169,28.5711166
4047437859,,SBI,77.1468543,28.5423944
4047437964,,Delhi Public School,77.1479893,28.5386253
4047437967,,Kotak,77.1480219,28.5366824
4047437970,,ICICI,77.1519572,28.5332679
4052563413,,,77.2066236,28.6787342
4052699977,,police station,77.195299,28.5820097
4052700421,,Mini Market,77.1920395,28.5845103
4052700423,,Mini Market,77.1917346,28.5845388
4068249294,,Oriental Bank of Commerce,77.0629964,28.5020612
4076659278,,R. S. Medicos,77.2129328,28.6467075
4076670789,,Dr. Krishan Gola,77.212921,28.6467122
4076672535,,Bhagwati Medicos,77.2132438,28.6467013
4077570689,,,77.2128151,28.6466897
4078417591,,Safal,77.3522767,28.5673167
4078505380,,Kotak Bank,77.0092034,28.473737
4078505381,,Indian Bank,77.0090961,28.4739634
4078505382,,state bank,77.009418,28.4746801
4078505901,,HDFC Bank,77.0092678,28.4736238
4122535796,,,77.2166292,28.6316863
4122549692,,Kotak Mahindra Bank,77.2164451,28.6311221
4122549693,,,77.21294420000001,28.6294722
4122549695,,IndusInd Bank,77.207037,28.6334535
4122549792,,,77.2163119,28.6321307
4122564391,,,77.212874,28.6294413
4122592290,,,77.2076665,28.6333793
4123192590,,,77.2047952,28.5567725
4123255990,,,77.2057891,28.5576373
4123294290,,,77.20593860000001,28.5572521
4123294293,,Axis Bank,77.2019329,28.5546377
4154838092,,Little Ones Public School,77.2035198,28.519551
4180327825,,deepak vaiyas home,77.1133697,28.625488
4194541291,,,77.0613212,28.446227
4211254606,,,77.1950523,28.5696397
4211254607,,,77.1973549,28.5726861
4212577526,,Relaince Fresh,77.04189810000001,28.5111783
4212577536,,Axis Bank,77.03917960000001,28.5118779
4212577542,,Chiranjiv Bharati School,77.037658,28.5194596
4212577545,,"Metro Hospital and Heart Institute, Gurgaon",77.0388234,28.518174
4212600962,,Punjab National Bank,77.0531667,28.5045742
4213529489,,Swiss Cottage school,77.0502838,28.5157955
4219527516,,Shri Balaji Medical Store,77.0953503,28.4942455
4220719291,,HDFC Bank,77.2607687,28.5358998
4220719292,,Axis Bank,77.2610083,28.5374894
4220719494,,MAAC,77.2175752,28.5692131
4220739790,,Oriental Bank of Commerce,77.2621625,28.5402881
4226622393,,Bank of India,77.3599846,28.6185559
4226634791,,Oriental Bank of Commerce,77.3608341,28.6184504
4228870589,,,77.06430970000001,28.602378
4234968791,,Chandiwala Institute of Eye,77.2659895,28.544205
4237000390,,Bank of India,77.2161209,28.7139224
4237012389,,Govt. School,77.21646050000001,28.714491
4237331291,,,77.2311301,28.5607706
4258202994,,Eye7 Chaudhary Eye Centre,77.373357,28.6395242
4269361827,,DAV Public School Pushpanjali,77.1081266,28.6939915
4290958410,,MODERN HOMEO HALL,77.0406957,28.6216001
4295475992,,HDFC Bank,77.2051383,28.5600369
4299439390,,Local Shopping Complex,77.1403379,28.69579
